Database Fundamentals,Computer Architecture,Distributed Computing Systems,Cyber Security,Networking,Software Development,Programming Skills,Project Management,Computer Forensics Fundamentals,Technical Communication,AI ML,Software Engineering,Business Analysis,Communication skills,Data Science,Troubleshooting skills,Graphics Designing,Role
3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,Information Security Specialist
3,3,3,4,3,3,3,3,6,3,3,3,3,3,3,3,3,Information Security Specialist
3,3,3,5,3,3,3,3,6,3,3,3,3,3,3,3,3,Information Security Specialist
4,4,4,0,4,4,4,4,6,4,4,4,4,4,4,4,4,Information Security Specialist
4,4,4,1,4,4,4,4,6,4,4,4,4,4,4,4,4,Information Security Specialist
4,4,4,2,4,4,4,4,6,4,4,4,4,4,4,4,4,Information Security Specialist
4,4,4,3,4,4,4,4,6,4,4,4,4,4,4,4,4,Information Security Specialist
4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,Information Security Specialist
4,4,4,5,4,4,4,4,6,4,4,4,4,4,4,4,4,Information Security Specialist
5,5,5,0,5,5,5,5,6,5,5,5,5,5,5,5,5,Information Security Specialist
5,5,5,1,5,5,5,5,6,5,5,5,5,5,5,5,5,Information Security Specialist
5,5,5,2,5,5,5,5,6,5,5,5,5,5,5,5,5,Information Security Specialist
5,5,5,3,5,5,5,5,6,5,5,5,5,5,5,5,5,Information Security Specialist
5,5,5,4,5,5,5,5,6,5,5,5,5,5,5,5,5,Information Security Specialist
5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,Information Security Specialist
0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,Information Security Specialist
0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,Information Security Specialist
0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,Information Security Specialist
0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,Information Security Specialist
0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,Information Security Specialist
0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,Information Security Specialist
1,1,1,1,0,1,1,1,6,1,1,1,1,1,1,1,1,Information Security Specialist
1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,Information Security Specialist
1,1,1,1,2,1,1,1,6,1,1,1,1,1,1,1,1,Information Security Specialist
1,1,1,1,3,1,1,1,6,1,1,1,1,1,1,1,1,Information Security Specialist
1,1,1,1,4,1,1,1,6,1,1,1,1,1,1,1,1,Information Security Specialist
1,1,1,1,5,1,1,1,6,1,1,1,1,1,1,1,1,Information Security Specialist
2,2,2,2,0,2,2,2,6,2,2,2,2,2,2,2,2,Information Security Specialist
2,2,2,2,1,2,2,2,6,2,2,2,2,2,2,2,2,Information Security Specialist
2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,2,2,Information Security Specialist
2,2,2,2,3,2,2,2,6,2,2,2,2,2,2,2,2,Information Security Specialist
2,2,2,2,4,2,2,2,6,2,2,2,2,2,2,2,2,Information Security Specialist
2,2,2,2,5,2,2,2,6,2,2,2,2,2,2,2,2,Information Security Specialist
3,3,3,3,0,3,3,3,6,3,3,3,3,3,3,3,3,Information Security Specialist
3,3,3,3,1,3,3,3,6,3,3,3,3,3,3,3,3,Information Security Specialist
3,3,3,3,2,3,3,3,6,3,3,3,3,3,3,3,3,Information Security Specialist
3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,Information Security Specialist
3,3,3,3,4,3,3,3,6,3,3,3,3,3,3,3,3,Information Security Specialist
3,3,3,3,5,3,3,3,6,3,3,3,3,3,3,3,3,Information Security Specialist
4,4,4,4,0,4,4,4,6,4,4,4,4,4,4,4,4,Information Security Specialist
4,4,4,4,1,4,4,4,6,4,4,4,4,4,4,4,4,Information Security Specialist
4,4,4,4,2,4,4,4,6,4,4,4,4,4,4,4,4,Information Security Specialist
4,4,4,4,3,4,4,4,6,4,4,4,4,4,4,4,4,Information Security Specialist
4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,Information Security Specialist
4,4,4,4,5,4,4,4,6,4,4,4,4,4,4,4,4,Information Security Specialist
5,5,5,5,0,5,5,5,6,5,5,5,5,5,5,5,5,Information Security Specialist
5,5,5,5,1,5,5,5,6,5,5,5,5,5,5,5,5,Information Security Specialist
5,5,5,5,2,5,5,5,6,5,5,5,5,5,5,5,5,Information Security Specialist
5,5,5,5,3,5,5,5,6,5,5,5,5,5,5,5,5,Information Security Specialist
5,5,5,5,4,5,5,5,6,5,5,5,5,5,5,5,5,Information Security Specialist
5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,Information Security Specialist
0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,Information Security Specialist
0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,Information Security Specialist
0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,Information Security Specialist
0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,Information Security Specialist
0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,Information Security Specialist
0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,Information Security Specialist
1,1,1,1,1,0,1,1,6,1,1,1,1,1,1,1,1,Information Security Specialist
1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,Information Security Specialist
1,1,1,1,1,2,1,1,6,1,1,1,1,1,1,1,1,Information Security Specialist
1,1,1,1,1,3,1,1,6,1,1,1,1,1,1,1,1,Information Security Specialist
1,1,1,1,1,4,1,1,6,1,1,1,1,1,1,1,1,Information Security Specialist
1,1,1,1,1,5,1,1,6,1,1,1,1,1,1,1,1,Information Security Specialist
2,2,2,2,2,0,2,2,6,2,2,2,2,2,2,2,2,Information Security Specialist
2,2,2,2,2,1,2,2,6,2,2,2,2,2,2,2,2,Information Security Specialist
2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,2,2,Information Security Specialist
2,2,2,2,2,3,2,2,6,2,2,2,2,2,2,2,2,Information Security Specialist
2,2,2,2,2,4,2,2,6,2,2,2,2,2,2,2,2,Information Security Specialist
2,2,2,2,2,5,2,2,6,2,2,2,2,2,2,2,2,Information Security Specialist
3,3,3,3,3,0,3,3,6,3,3,3,3,3,3,3,3,Information Security Specialist
3,3,3,3,3,1,3,3,6,3,3,3,3,3,3,3,3,Information Security Specialist
3,3,3,3,3,2,3,3,6,3,3,3,3,3,3,3,3,Information Security Specialist
3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,Information Security Specialist
3,3,3,3,3,4,3,3,6,3,3,3,3,3,3,3,3,Information Security Specialist
3,3,3,3,3,5,3,3,6,3,3,3,3,3,3,3,3,Information Security Specialist
4,4,4,4,4,0,4,4,6,4,4,4,4,4,4,4,4,Information Security Specialist
4,4,4,4,4,1,4,4,6,4,4,4,4,4,4,4,4,Information Security Specialist
4,4,4,4,4,2,4,4,6,4,4,4,4,4,4,4,4,Information Security Specialist
4,4,4,4,4,3,4,4,6,4,4,4,4,4,4,4,4,Information Security Specialist
4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,Information Security Specialist
4,4,4,4,4,5,4,4,6,4,4,4,4,4,4,4,4,Information Security Specialist
5,5,5,5,5,0,5,5,6,5,5,5,5,5,5,5,5,Information Security Specialist
5,5,5,5,5,1,5,5,6,5,5,5,5,5,5,5,5,Information Security Specialist
5,5,5,5,5,2,5,5,6,5,5,5,5,5,5,5,5,Information Security Specialist
5,5,5,5,5,3,5,5,6,5,5,5,5,5,5,5,5,Information Security Specialist
5,5,5,5,5,4,5,5,6,5,5,5,5,5,5,5,5,Information Security Specialist
5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,Information Security Specialist
0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,Information Security Specialist
0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,Information Security Specialist
0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,Information Security Specialist
0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,Information Security Specialist
0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,Information Security Specialist
0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,Information Security Specialist
1,1,1,1,1,1,0,1,6,1,1,1,1,1,1,1,1,Information Security Specialist
1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,Information Security Specialist
1,1,1,1,1,1,2,1,6,1,1,1,1,1,1,1,1,Information Security Specialist
1,1,1,1,1,1,3,1,6,1,1,1,1,1,1,1,1,Information Security Specialist
1,1,1,1,1,1,4,1,6,1,1,1,1,1,1,1,1,Information Security Specialist
1,1,1,1,1,1,5,1,6,1,1,1,1,1,1,1,1,Information Security Specialist
2,2,2,2,2,2,0,2,6,2,2,2,2,2,2,2,2,Information Security Specialist
2,2,2,2,2,2,1,2,6,2,2,2,2,2,2,2,2,Information Security Specialist
2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,2,2,Information Security Specialist
2,2,2,2,2,2,3,2,6,2,2,2,2,2,2,2,2,Information Security Specialist
2,2,2,2,2,2,4,2,6,2,2,2,2,2,2,2,2,Information Security Specialist
2,2,2,2,2,2,5,2,6,2,2,2,2,2,2,2,2,Information Security Specialist
3,3,3,3,3,3,0,3,6,3,3,3,3,3,3,3,3,Information Security Specialist
3,3,3,3,3,3,1,3,6,3,3,3,3,3,3,3,3,Information Security Specialist
3,3,3,3,3,3,2,3,6,3,3,3,3,3,3,3,3,Information Security Specialist
3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,Information Security Specialist
3,3,3,3,3,3,4,3,6,3,3,3,3,3,3,3,3,Information Security Specialist
3,3,3,3,3,3,5,3,6,3,3,3,3,3,3,3,3,Information Security Specialist
4,4,4,4,4,4,0,4,6,4,4,4,4,4,4,4,4,Information Security Specialist
4,4,4,4,4,4,1,4,6,4,4,4,4,4,4,4,4,Information Security Specialist
4,4,4,4,4,4,2,4,6,4,4,4,4,4,4,4,4,Information Security Specialist
4,4,4,4,4,4,3,4,6,4,4,4,4,4,4,4,4,Information Security Specialist
4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,Information Security Specialist
4,4,4,4,4,4,5,4,6,4,4,4,4,4,4,4,4,Information Security Specialist
5,5,5,5,5,5,0,5,6,5,5,5,5,5,5,5,5,Information Security Specialist
5,5,5,5,5,5,1,5,6,5,5,5,5,5,5,5,5,Information Security Specialist
5,5,5,5,5,5,2,5,6,5,5,5,5,5,5,5,5,Information Security Specialist
5,5,5,5,5,5,3,5,6,5,5,5,5,5,5,5,5,Information Security Specialist
5,5,5,5,5,5,4,5,6,5,5,5,5,5,5,5,5,Information Security Specialist
5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,Information Security Specialist
0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,Information Security Specialist
0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,Information Security Specialist
0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,Information Security Specialist
0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,Information Security Specialist
0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,Information Security Specialist
0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,Information Security Specialist
1,1,1,1,1,1,1,0,6,1,1,1,1,1,1,1,1,Information Security Specialist
1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,Information Security Specialist
1,1,1,1,1,1,1,2,6,1,1,1,1,1,1,1,1,Information Security Specialist
1,1,1,1,1,1,1,3,6,1,1,1,1,1,1,1,1,Information Security Specialist
1,1,1,1,1,1,1,4,6,1,1,1,1,1,1,1,1,Information Security Specialist
1,1,1,1,1,1,1,5,6,1,1,1,1,1,1,1,1,Information Security Specialist
2,2,2,2,2,2,2,0,6,2,2,2,2,2,2,2,2,Information Security Specialist
2,2,2,2,2,2,2,1,6,2,2,2,2,2,2,2,2,Information Security Specialist
2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,2,2,Information Security Specialist
2,2,2,2,2,2,2,3,6,2,2,2,2,2,2,2,2,Information Security Specialist
2,2,2,2,2,2,2,4,6,2,2,2,2,2,2,2,2,Information Security Specialist
2,2,2,2,2,2,2,5,6,2,2,2,2,2,2,2,2,Information Security Specialist
3,3,3,3,3,3,3,0,6,3,3,3,3,3,3,3,3,Information Security Specialist
3,3,3,3,3,3,3,1,6,3,3,3,3,3,3,3,3,Information Security Specialist
3,3,3,3,3,3,3,2,6,3,3,3,3,3,3,3,3,Information Security Specialist
3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,Information Security Specialist
3,3,3,3,3,3,3,4,6,3,3,3,3,3,3,3,3,Information Security Specialist
3,3,3,3,3,3,3,5,6,3,3,3,3,3,3,3,3,Information Security Specialist
4,4,4,4,4,4,4,0,6,4,4,4,4,4,4,4,4,Information Security Specialist
4,4,4,4,4,4,4,1,6,4,4,4,4,4,4,4,4,Information Security Specialist
4,4,4,4,4,4,4,2,6,4,4,4,4,4,4,4,4,Information Security Specialist
4,4,4,4,4,4,4,3,6,4,4,4,4,4,4,4,4,Information Security Specialist
4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,Information Security Specialist
4,4,4,4,4,4,4,5,6,4,4,4,4,4,4,4,4,Information Security Specialist
5,5,5,5,5,5,5,0,6,5,5,5,5,5,5,5,5,Information Security Specialist
5,5,5,5,5,5,5,1,6,5,5,5,5,5,5,5,5,Information Security Specialist
5,5,5,5,5,5,5,2,6,5,5,5,5,5,5,5,5,Information Security Specialist
5,5,5,5,5,5,5,3,6,5,5,5,5,5,5,5,5,Information Security Specialist
5,5,5,5,5,5,5,4,6,5,5,5,5,5,5,5,5,Information Security Specialist
5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,Information Security Specialist
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,Technical Writer
0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,Technical Writer
0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,Technical Writer
0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,Technical Writer
0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,Technical Writer
0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,Technical Writer
1,1,1,1,1,1,1,1,1,6,0,1,1,1,1,1,1,Technical Writer
1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,Technical Writer
1,1,1,1,1,1,1,1,1,6,2,1,1,1,1,1,1,Technical Writer
1,1,1,1,1,1,1,1,1,6,3,1,1,1,1,1,1,Technical Writer
1,1,1,1,1,1,1,1,1,6,4,1,1,1,1,1,1,Technical Writer
1,1,1,1,1,1,1,1,1,6,5,1,1,1,1,1,1,Technical Writer
2,2,2,2,2,2,2,2,2,6,0,2,2,2,2,2,2,Technical Writer
2,2,2,2,2,2,2,2,2,6,1,2,2,2,2,2,2,Technical Writer
2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,2,Technical Writer
2,2,2,2,2,2,2,2,2,6,3,2,2,2,2,2,2,Technical Writer
2,2,2,2,2,2,2,2,2,6,4,2,2,2,2,2,2,Technical Writer
2,2,2,2,2,2,2,2,2,6,5,2,2,2,2,2,2,Technical Writer
3,3,3,3,3,3,3,3,3,6,0,3,3,3,3,3,3,Technical Writer
3,3,3,3,3,3,3,3,3,6,1,3,3,3,3,3,3,Technical Writer
3,3,3,3,3,3,3,3,3,6,2,3,3,3,3,3,3,Technical Writer
3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,Technical Writer
3,3,3,3,3,3,3,3,3,6,4,3,3,3,3,3,3,Technical Writer
3,3,3,3,3,3,3,3,3,6,5,3,3,3,3,3,3,Technical Writer
4,4,4,4,4,4,4,4,4,6,0,4,4,4,4,4,4,Technical Writer
4,4,4,4,4,4,4,4,4,6,1,4,4,4,4,4,4,Technical Writer
4,4,4,4,4,4,4,4,4,6,2,4,4,4,4,4,4,Technical Writer
4,4,4,4,4,4,4,4,4,6,3,4,4,4,4,4,4,Technical Writer
4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,Technical Writer
4,4,4,4,4,4,4,4,4,6,5,4,4,4,4,4,4,Technical Writer
5,5,5,5,5,5,5,5,5,6,0,5,5,5,5,5,5,Technical Writer
5,5,5,5,5,5,5,5,5,6,1,5,5,5,5,5,5,Technical Writer
5,5,5,5,5,5,5,5,5,6,2,5,5,5,5,5,5,Technical Writer
5,5,5,5,5,5,5,5,5,6,3,5,5,5,5,5,5,Technical Writer
5,5,5,5,5,5,5,5,5,6,4,5,5,5,5,5,5,Technical Writer
5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,Technical Writer
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,Technical Writer
0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,Technical Writer
0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,Technical Writer
0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,Technical Writer
0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,Technical Writer
0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,Technical Writer
1,1,1,1,1,1,1,1,1,6,1,0,1,1,1,1,1,Technical Writer
1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,Technical Writer
1,1,1,1,1,1,1,1,1,6,1,2,1,1,1,1,1,Technical Writer
1,1,1,1,1,1,1,1,1,6,1,3,1,1,1,1,1,Technical Writer
1,1,1,1,1,1,1,1,1,6,1,4,1,1,1,1,1,Technical Writer
1,1,1,1,1,1,1,1,1,6,1,5,1,1,1,1,1,Technical Writer
2,2,2,2,2,2,2,2,2,6,2,0,2,2,2,2,2,Technical Writer
2,2,2,2,2,2,2,2,2,6,2,1,2,2,2,2,2,Technical Writer
2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,2,Technical Writer
2,2,2,2,2,2,2,2,2,6,2,3,2,2,2,2,2,Technical Writer
2,2,2,2,2,2,2,2,2,6,2,4,2,2,2,2,2,Technical Writer
2,2,2,2,2,2,2,2,2,6,2,5,2,2,2,2,2,Technical Writer
3,3,3,3,3,3,3,3,3,6,3,0,3,3,3,3,3,Technical Writer
3,3,3,3,3,3,3,3,3,6,3,1,3,3,3,3,3,Technical Writer
3,3,3,3,3,3,3,3,3,6,3,2,3,3,3,3,3,Technical Writer
3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,Technical Writer
3,3,3,3,3,3,3,3,3,6,3,4,3,3,3,3,3,Technical Writer
3,3,3,3,3,3,3,3,3,6,3,5,3,3,3,3,3,Technical Writer
4,4,4,4,4,4,4,4,4,6,4,0,4,4,4,4,4,Technical Writer
4,4,4,4,4,4,4,4,4,6,4,1,4,4,4,4,4,Technical Writer
4,4,4,4,4,4,4,4,4,6,4,2,4,4,4,4,4,Technical Writer
4,4,4,4,4,4,4,4,4,6,4,3,4,4,4,4,4,Technical Writer
4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,Technical Writer
4,4,4,4,4,4,4,4,4,6,4,5,4,4,4,4,4,Technical Writer
5,5,5,5,5,5,5,5,5,6,5,0,5,5,5,5,5,Technical Writer
5,5,5,5,5,5,5,5,5,6,5,1,5,5,5,5,5,Technical Writer
5,5,5,5,5,5,5,5,5,6,5,2,5,5,5,5,5,Technical Writer
5,5,5,5,5,5,5,5,5,6,5,3,5,5,5,5,5,Technical Writer
5,5,5,5,5,5,5,5,5,6,5,4,5,5,5,5,5,Technical Writer
5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,Technical Writer
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,Technical Writer
0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,Technical Writer
0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,Technical Writer
0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,Technical Writer
0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,Technical Writer
0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,Technical Writer
1,1,1,1,1,1,1,1,1,6,1,1,0,1,1,1,1,Technical Writer
1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,Technical Writer
1,1,1,1,1,1,1,1,1,6,1,1,2,1,1,1,1,Technical Writer
1,1,1,1,1,1,1,1,1,6,1,1,3,1,1,1,1,Technical Writer
1,1,1,1,1,1,1,1,1,6,1,1,4,1,1,1,1,Technical Writer
1,1,1,1,1,1,1,1,1,6,1,1,5,1,1,1,1,Technical Writer
2,2,2,2,2,2,2,2,2,6,2,2,0,2,2,2,2,Technical Writer
2,2,2,2,2,2,2,2,2,6,2,2,1,2,2,2,2,Technical Writer
2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,2,Technical Writer
2,2,2,2,2,2,2,2,2,6,2,2,3,2,2,2,2,Technical Writer
2,2,2,2,2,2,2,2,2,6,2,2,4,2,2,2,2,Technical Writer
2,2,2,2,2,2,2,2,2,6,2,2,5,2,2,2,2,Technical Writer
3,3,3,3,3,3,3,3,3,6,3,3,0,3,3,3,3,Technical Writer
3,3,3,3,3,3,3,3,3,6,3,3,1,3,3,3,3,Technical Writer
3,3,3,3,3,3,3,3,3,6,3,3,2,3,3,3,3,Technical Writer
3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,Technical Writer
3,3,3,3,3,3,3,3,3,6,3,3,4,3,3,3,3,Technical Writer
3,3,3,3,3,3,3,3,3,6,3,3,5,3,3,3,3,Technical Writer
4,4,4,4,4,4,4,4,4,6,4,4,0,4,4,4,4,Technical Writer
4,4,4,4,4,4,4,4,4,6,4,4,1,4,4,4,4,Technical Writer
4,4,4,4,4,4,4,4,4,6,4,4,2,4,4,4,4,Technical Writer
4,4,4,4,4,4,4,4,4,6,4,4,3,4,4,4,4,Technical Writer
4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,Technical Writer
4,4,4,4,4,4,4,4,4,6,4,4,5,4,4,4,4,Technical Writer
5,5,5,5,5,5,5,5,5,6,5,5,0,5,5,5,5,Technical Writer
5,5,5,5,5,5,5,5,5,6,5,5,1,5,5,5,5,Technical Writer
5,5,5,5,5,5,5,5,5,6,5,5,2,5,5,5,5,Technical Writer
5,5,5,5,5,5,5,5,5,6,5,5,3,5,5,5,5,Technical Writer
5,5,5,5,5,5,5,5,5,6,5,5,4,5,5,5,5,Technical Writer
5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,Technical Writer
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,Technical Writer
0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,Technical Writer
0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,Technical Writer
0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,Technical Writer
0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,Technical Writer
0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,Technical Writer
1,1,1,1,1,1,1,1,1,6,1,1,1,0,1,1,1,Technical Writer
1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,Technical Writer
1,1,1,1,1,1,1,1,1,6,1,1,1,2,1,1,1,Technical Writer
1,1,1,1,1,1,1,1,1,6,1,1,1,3,1,1,1,Technical Writer
1,1,1,1,1,1,1,1,1,6,1,1,1,4,1,1,1,Technical Writer
1,1,1,1,1,1,1,1,1,6,1,1,1,5,1,1,1,Technical Writer
2,2,2,2,2,2,2,2,2,6,2,2,2,0,2,2,2,Technical Writer
2,2,2,2,2,2,2,2,2,6,2,2,2,1,2,2,2,Technical Writer
2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,2,Technical Writer
2,2,2,2,2,2,2,2,2,6,2,2,2,3,2,2,2,Technical Writer
2,2,2,2,2,2,2,2,2,6,2,2,2,4,2,2,2,Technical Writer
2,2,2,2,2,2,2,2,2,6,2,2,2,5,2,2,2,Technical Writer
3,3,3,3,3,3,3,3,3,6,3,3,3,0,3,3,3,Technical Writer
3,3,3,3,3,3,3,3,3,6,3,3,3,1,3,3,3,Technical Writer
3,3,3,3,3,3,3,3,3,6,3,3,3,2,3,3,3,Technical Writer
3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,Technical Writer
3,3,3,3,3,3,3,3,3,6,3,3,3,4,3,3,3,Technical Writer
3,3,3,3,3,3,3,3,3,6,3,3,3,5,3,3,3,Technical Writer
4,4,4,4,4,4,4,4,4,6,4,4,4,0,4,4,4,Technical Writer
4,4,4,4,4,4,4,4,4,6,4,4,4,1,4,4,4,Technical Writer
4,4,4,4,4,4,4,4,4,6,4,4,4,2,4,4,4,Technical Writer
4,4,4,4,4,4,4,4,4,6,4,4,4,3,4,4,4,Technical Writer
4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,Technical Writer
4,4,4,4,4,4,4,4,4,6,4,4,4,5,4,4,4,Technical Writer
5,5,5,5,5,5,5,5,5,6,5,5,5,0,5,5,5,Technical Writer
5,5,5,5,5,5,5,5,5,6,5,5,5,1,5,5,5,Technical Writer
5,5,5,5,5,5,5,5,5,6,5,5,5,2,5,5,5,Technical Writer
5,5,5,5,5,5,5,5,5,6,5,5,5,3,5,5,5,Technical Writer
5,5,5,5,5,5,5,5,5,6,5,5,5,4,5,5,5,Technical Writer
5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,Technical Writer
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,Technical Writer
0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,Technical Writer
0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,Technical Writer
0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,Technical Writer
0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,Technical Writer
0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,Technical Writer
1,1,1,1,1,1,1,1,1,6,1,1,1,1,0,1,1,Technical Writer
1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,Technical Writer
1,1,1,1,1,1,1,1,1,6,1,1,1,1,2,1,1,Technical Writer
1,1,1,1,1,1,1,1,1,6,1,1,1,1,3,1,1,Technical Writer
1,1,1,1,1,1,1,1,1,6,1,1,1,1,4,1,1,Technical Writer
1,1,1,1,1,1,1,1,1,6,1,1,1,1,5,1,1,Technical Writer
2,2,2,2,2,2,2,2,2,6,2,2,2,2,0,2,2,Technical Writer
2,2,2,2,2,2,2,2,2,6,2,2,2,2,1,2,2,Technical Writer
2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,2,Technical Writer
2,2,2,2,2,2,2,2,2,6,2,2,2,2,3,2,2,Technical Writer
2,2,2,2,2,2,2,2,2,6,2,2,2,2,4,2,2,Technical Writer
2,2,2,2,2,2,2,2,2,6,2,2,2,2,5,2,2,Technical Writer
3,3,3,3,3,3,3,3,3,6,3,3,3,3,0,3,3,Technical Writer
3,3,3,3,3,3,3,3,3,6,3,3,3,3,1,3,3,Technical Writer
3,3,3,3,3,3,3,3,3,6,3,3,3,3,2,3,3,Technical Writer
3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,Technical Writer
3,3,3,3,3,3,3,3,3,6,3,3,3,3,4,3,3,Technical Writer
3,3,3,3,3,3,3,3,3,6,3,3,3,3,5,3,3,Technical Writer
4,4,4,4,4,4,4,4,4,6,4,4,4,4,0,4,4,Technical Writer
4,4,4,4,4,4,4,4,4,6,4,4,4,4,1,4,4,Technical Writer
4,4,4,4,4,4,4,4,4,6,4,4,4,4,2,4,4,Technical Writer
